"""banana, milk, blueberries, almond, cranberry"""
"""mushrooms, shallot, baby spinach"""
"""banana, soy milk, strawberries, cashews"""
"""banana, mango, persimmon, almond milk"""
"""banana, peanut butter, cocoa powder, mango, milk"""
